customer_id,historical_on_time_ratio,avg_delay_days,repayment_consistency,partial_payment_frequency,prior_delayed_invoice_count,payment_after_followup_count,total_invoices,deterioration_trend,transaction_success_failure_pattern,invoice_acknowledgement_encoded,behavior_class
CUST-BEH-03577,0.9033,8.49,0.8888,0.0459,7,24,65,0.0877,0.2419,0,1
CUST-BEH-03578,0.9293,3.42,0.8281,0.4633,1,1,5,-0.1302,0.1965,0,0
CUST-BEH-03579,0.6713,9.42,0.8568,0.4055,8,4,17,0.4119,0.0222,0,1
CUST-BEH-03580,0.5199,7.67,0.6471,0.2416,3,33,72,0.4367,0.1284,3,1
CUST-BEH-03581,0.6771,12.81,0.204,0.4027,28,22,49,-0.1803,0.0696,3,1
CUST-BEH-03582,0.8051,5.89,0.7658,0.2632,1,21,66,0.0934,0.1782,1,1
CUST-BEH-03583,0.7722,17.75,0.4484,0.1104,31,30,76,0.0506,0.3812,0,1
CUST-BEH-03584,0.8158,6.25,0.4677,0.2803,33,29,64,-0.2664,0.0551,0,1
CUST-BEH-03585,0.9715,3.94,0.8178,0.7326,15,11,35,0.3313,0.1881,0,0
CUST-BEH-03586,0.9028,1.43,0.5906,0.2574,18,9,31,-0.1891,0.157,0,0
CUST-BEH-03587,0.5585,27.33,0.7428,0.1014,3,3,11,-0.1342,0.2692,0,1
CUST-BEH-03588,0.6759,18.16,0.8354,0.2326,5,21,39,0.4784,0.2173,2,2
CUST-BEH-03589,0.4286,10.08,0.7613,0.5054,15,15,59,-0.0899,0.5125,0,3
CUST-BEH-03590,0.2991,26.46,0.4746,0.1272,0,22,45,0.0264,0.3425,0,4
CUST-BEH-03591,0.6991,4.53,0.8787,0.1765,6,3,28,0.2972,0.2034,0,1
CUST-BEH-03592,0.3563,18.46,0.5051,0.3127,1,5,21,0.2325,0.3928,0,1
CUST-BEH-03593,0.8876,3.18,0.8706,0.214,7,9,34,0.2981,0.3784,0,0
CUST-BEH-03594,0.4857,10.33,0.5842,0.3306,1,1,29,-0.1001,0.0902,0,1
CUST-BEH-03595,0.4566,17.66,0.8027,0.2394,10,36,69,0.3996,0.2548,1,2
CUST-BEH-03596,0.9065,0.69,0.5603,0.3086,2,1,15,0.2233,0.2178,0,0
CUST-BEH-03597,0.7475,17.82,0.6253,0.3034,20,15,64,-0.2019,0.2693,0,1
CUST-BEH-03598,0.6704,9.95,0.6215,0.0633,20,30,64,0.1654,0.0554,0,1
CUST-BEH-03599,0.6643,8.4,0.7866,0.4268,14,18,80,-0.1713,0.4152,0,1
CUST-BEH-03600,0.0973,0.98,0.8425,0.5103,4,4,58,-0.3036,0.1756,1,3
CUST-BEH-03601,0.7187,24.61,0.877,0.4227,30,26,66,0.1715,0.1407,0,3
CUST-BEH-03602,0.6393,31.78,0.8458,0.2126,8,36,72,0.1013,0.1267,0,2
CUST-BEH-03603,0.6266,18.31,0.7095,0.2846,5,1,30,0.0505,0.5035,1,1
CUST-BEH-03604,0.591,27.8,0.4308,0.1521,27,17,42,0.4359,0.6914,0,5
CUST-BEH-03605,0.2434,15.29,0.8244,0.3659,2,2,6,0.0645,0.0434,2,4
CUST-BEH-03606,0.8956,1.36,0.4369,0.5659,22,22,54,0.3889,0.0939,3,0
CUST-BEH-03607,0.5565,23.26,0.4669,0.2184,1,1,6,0.3585,0.2639,0,1
CUST-BEH-03608,0.4116,15.66,0.3128,0.2883,34,31,66,0.2894,0.5678,1,5
CUST-BEH-03609,0.8047,13.06,0.8751,0.4303,0,14,33,0.4542,0.2183,1,1
CUST-BEH-03610,0.6782,5.91,0.3958,0.1912,0,7,20,-0.0887,0.2628,0,1
CUST-BEH-03611,0.3213,26.49,0.7527,0.4469,17,0,38,0.1133,0.2129,2,3
CUST-BEH-03612,0.4788,12.43,0.1204,0.144,32,30,67,-0.3633,0.3111,0,1
CUST-BEH-03613,0.4856,25.03,0.5055,0.2827,11,11,25,0.1922,0.7102,0,5
CUST-BEH-03614,0.4055,13.31,0.5469,0.201,23,16,38,0.1764,0.5514,0,5
CUST-BEH-03615,0.5772,15.09,0.3366,0.3739,52,29,78,0.4198,0.7145,2,5
CUST-BEH-03616,0.4965,14.84,0.3479,0.2435,24,16,41,0.2846,0.4041,1,5
CUST-BEH-03617,0.4672,11.9,0.8486,0.3582,3,6,18,-0.0594,0.1892,0,1
CUST-BEH-03618,0.7752,1.32,0.5316,0.0105,5,5,12,0.0456,0.3279,0,1
CUST-BEH-03619,0.4347,7.68,0.4374,0.3865,5,15,39,0.3093,0.1485,0,1
CUST-BEH-03620,0.8832,6.32,0.8233,0.2409,0,20,44,-0.2714,0.3567,2,1
CUST-BEH-03621,0.6595,15.58,0.6732,0.266,29,11,65,-0.2648,0.2922,2,1
CUST-BEH-03622,0.2679,19.52,0.6859,0.0934,8,6,34,-0.0579,0.1325,2,4
CUST-BEH-03623,0.9587,3.03,0.6175,0.319,11,5,75,0.2565,0.2709,0,0
CUST-BEH-03624,0.3913,4.18,0.8482,0.2556,41,34,74,-0.2571,0.1571,0,1
CUST-BEH-03625,0.416,21.32,0.6147,0.1752,25,23,65,0.1856,0.1063,0,1
CUST-BEH-03626,0.3061,18.08,0.893,0.3215,22,10,52,0.393,0.0807,0,4
CUST-BEH-03627,0.4585,17.21,0.3717,0.2549,8,7,18,0.3436,0.4689,0,5
CUST-BEH-03628,0.9194,4.18,0.852,0.1693,0,2,6,0.1226,0.0898,1,0
CUST-BEH-03629,0.8129,23.65,0.294,0.4571,5,3,20,0.3104,0.0267,0,3
CUST-BEH-03630,0.3234,25.59,0.5948,0.2524,7,19,63,0.4828,0.1498,1,4
CUST-BEH-03631,0.5908,5.59,0.7039,0.2003,19,23,75,0.4347,0.1783,0,1
CUST-BEH-03632,0.641,3.49,0.4473,0.3513,21,18,53,-0.3482,0.252,2,1
CUST-BEH-03633,0.9766,2.98,0.5428,0.0491,7,18,35,0.4527,0.5866,2,0
CUST-BEH-03634,0.4148,7.78,0.5979,0.2582,5,7,57,0.4808,0.1024,0,1
CUST-BEH-03635,0.9018,18.1,0.8438,0.6213,4,12,70,-0.0521,0.1642,0,3
CUST-BEH-03636,0.5822,7.94,0.4835,0.3272,4,2,13,0.1177,0.2767,0,1
CUST-BEH-03637,0.228,12.37,0.4271,0.3064,0,0,11,-0.004,0.1995,2,4
CUST-BEH-03638,0.5727,27.49,0.5084,0.2645,8,4,12,0.3837,0.5377,1,5
CUST-BEH-03639,0.2662,7.93,0.6893,0.5813,4,0,21,0.2355,0.0945,0,3
CUST-BEH-03640,0.9084,2.93,0.4896,0.4366,20,2,57,0.2776,0.4058,0,0
CUST-BEH-03641,0.4218,52.68,0.7728,0.0494,14,18,73,-0.063,0.1415,0,4
CUST-BEH-03642,0.4979,17.66,0.5322,0.3432,28,23,49,0.3646,0.7418,0,5
CUST-BEH-03643,0.9607,4.49,0.4654,0.3065,29,24,49,-0.2337,0.3278,1,0
CUST-BEH-03644,0.9374,2.86,0.6529,0.3337,6,8,18,-0.3716,0.3134,1,0
CUST-BEH-03645,0.291,9.94,0.8055,0.2442,14,12,26,0.3737,0.2998,2,4
CUST-BEH-03646,0.6311,8.0,0.7959,0.0977,14,2,42,0.2359,0.1981,0,1
CUST-BEH-03647,0.4637,7.44,0.7753,0.1441,3,12,35,-0.0001,0.4591,1,1
CUST-BEH-03648,0.5588,21.08,0.7651,0.2888,14,29,64,-0.1017,0.2425,3,1
CUST-BEH-03649,0.513,8.96,0.4759,0.1475,24,24,57,0.387,0.3104,0,1
CUST-BEH-03650,0.9166,4.21,0.2579,0.1773,14,4,40,0.4635,0.3874,0,0
CUST-BEH-03651,0.4903,21.95,0.3707,0.5011,4,26,67,0.3082,0.3114,2,3
CUST-BEH-03652,0.5205,13.83,0.7883,0.3259,15,12,55,-0.2295,0.3283,1,1
CUST-BEH-03653,0.8374,2.1,0.4698,0.1403,11,19,46,0.2269,0.1877,0,1
CUST-BEH-03654,0.9357,3.08,0.8135,0.1625,13,0,25,0.3853,0.4936,2,0
CUST-BEH-03655,0.5863,18.59,0.5546,0.0267,0,8,18,0.3992,0.1028,0,1
CUST-BEH-03656,0.3449,19.13,0.4854,0.5612,2,7,37,0.0445,0.1749,3,3
CUST-BEH-03657,0.5801,13.93,0.5361,0.2997,41,31,70,0.4467,0.4221,0,5
CUST-BEH-03658,0.7296,7.17,0.8002,0.2032,26,3,60,0.3255,0.0058,0,1
CUST-BEH-03659,0.3812,9.5,0.4249,0.0409,11,0,33,-0.3223,0.153,0,1
CUST-BEH-03660,0.5955,21.43,0.6452,0.387,37,11,64,-0.3987,0.1528,0,1
CUST-BEH-03661,0.5791,9.38,0.712,0.3027,0,2,12,0.3313,0.0943,0,1
CUST-BEH-03662,0.7316,1.21,0.7584,0.3314,20,36,77,0.1508,0.2229,0,1
CUST-BEH-03663,0.9858,1.21,0.4803,0.4621,5,2,12,0.3723,0.2157,0,0
CUST-BEH-03664,0.9003,2.54,0.3474,0.306,9,3,47,0.0999,0.1495,0,0
CUST-BEH-03665,0.6978,9.16,0.2303,0.4231,12,19,53,0.0512,0.3138,2,1
CUST-BEH-03666,0.8998,3.72,0.2068,0.3535,3,2,8,-0.2571,0.0723,0,0
CUST-BEH-03667,0.5546,3.98,0.4906,0.5129,12,9,42,0.0516,0.4038,2,3
CUST-BEH-03668,0.8928,35.94,0.6177,0.2397,13,1,29,-0.11,0.3479,2,4
CUST-BEH-03669,0.4646,10.11,0.4666,0.3585,2,2,10,-0.2573,0.0893,1,1
CUST-BEH-03670,0.9806,4.01,0.7634,0.1808,2,4,20,0.1544,0.1588,0,0
CUST-BEH-03671,0.5019,3.83,0.8718,0.3905,2,1,6,-0.1655,0.1791,0,1
CUST-BEH-03672,0.8751,11.49,0.7548,0.3051,5,12,43,0.4585,0.0119,1,1
CUST-BEH-03673,0.8297,11.29,0.7324,0.2217,11,18,80,-0.0479,0.1255,0,1
CUST-BEH-03674,0.7307,20.95,0.4285,0.1027,1,4,17,0.1253,0.0501,1,1
CUST-BEH-03675,0.4195,1.83,0.7989,0.1699,5,6,42,-0.2669,0.4134,0,1
CUST-BEH-03676,0.9138,3.21,0.8427,0.1546,4,10,31,-0.3665,0.1524,0,0
CUST-BEH-03677,0.8316,19.54,0.5491,0.5005,37,21,74,-0.2636,0.0985,1,3
CUST-BEH-03678,0.5788,2.02,0.1676,0.3143,1,11,21,-0.346,0.1176,0,2
CUST-BEH-03679,0.3742,8.9,0.5611,0.0552,12,24,49,0.0797,0.1318,0,1
CUST-BEH-03680,0.7271,31.12,0.3524,0.2948,26,19,47,0.2362,0.245,1,4
CUST-BEH-03681,0.5621,3.89,0.89,0.2716,17,3,69,0.4967,0.0975,1,1
CUST-BEH-03682,0.7751,14.35,0.9745,0.3379,2,0,22,-0.2118,0.3254,0,1
CUST-BEH-03683,0.5863,16.77,0.3087,0.246,2,8,17,0.0121,0.0977,3,1
CUST-BEH-03684,0.6098,23.61,0.3339,0.1561,46,28,71,0.3617,0.4395,1,5
CUST-BEH-03685,0.582,36.02,0.7704,0.5018,0,1,13,-0.3485,0.269,1,3
CUST-BEH-03686,0.9258,4.05,0.8302,0.1528,8,2,21,0.4559,0.1273,1,0
CUST-BEH-03687,0.6166,2.62,0.5292,0.3536,22,9,40,0.2797,0.2225,0,1
CUST-BEH-03688,0.5333,12.51,0.519,0.6085,20,7,39,-0.1188,0.1167,0,3
CUST-BEH-03689,0.9232,0.84,0.686,0.1287,14,8,31,0.309,0.2546,0,0
CUST-BEH-03690,0.5821,9.94,0.5021,0.1072,7,1,17,-0.039,0.1148,1,1
CUST-BEH-03691,0.7383,38.42,0.4885,0.1194,0,5,18,-0.3217,0.1375,1,4
CUST-BEH-03692,0.7522,31.92,0.762,0.5317,4,10,24,-0.0729,0.2693,0,3
CUST-BEH-03693,0.924,2.71,0.8126,0.5221,2,7,21,-0.3284,0.2797,0,0
CUST-BEH-03694,0.5813,27.38,0.3516,0.09,3,1,15,0.1666,0.0429,3,1
CUST-BEH-03695,0.5575,27.26,0.7643,0.2286,17,4,37,0.276,0.4916,0,1
CUST-BEH-03696,0.4078,8.19,0.2913,0.1917,14,16,58,-0.317,0.2037,0,1
CUST-BEH-03697,0.4487,1.71,0.6536,0.7556,4,1,9,-0.3942,0.4413,0,3
CUST-BEH-03698,0.6177,9.46,0.7506,0.4189,24,9,61,-0.3238,0.1737,0,3
CUST-BEH-03699,0.5669,16.2,0.6898,0.658,5,5,11,0.0769,0.433,1,3
CUST-BEH-03700,0.6121,8.78,0.4085,0.1437,19,26,54,0.4062,0.3321,0,1
CUST-BEH-03701,0.5881,24.83,0.6979,0.2791,1,0,4,0.4447,0.3256,0,1
CUST-BEH-03702,0.927,1.73,0.7756,0.1257,6,6,13,0.1499,0.1156,1,0
CUST-BEH-03703,0.4564,3.35,0.5783,0.0671,4,4,18,0.4385,0.1448,1,1
CUST-BEH-03704,0.6147,7.51,0.751,0.2702,13,14,31,0.2989,0.0654,0,1
CUST-BEH-03705,0.5297,10.17,0.7224,0.1408,5,14,28,-0.3442,0.1121,1,2
CUST-BEH-03706,0.897,0.78,0.8828,0.1253,14,2,47,-0.1791,0.31,1,0
CUST-BEH-03707,0.521,23.03,0.5166,0.426,8,0,14,-0.3445,0.2627,0,3
CUST-BEH-03708,0.5139,41.29,0.405,0.6862,10,0,19,0.1552,0.2052,0,3
CUST-BEH-03709,0.7809,69.53,0.365,0.1906,24,22,51,-0.3352,0.2511,0,4
CUST-BEH-03710,0.4403,16.38,0.5579,0.1011,1,12,37,-0.3006,0.0176,0,1
CUST-BEH-03711,0.4353,10.9,0.5296,0.2929,31,21,78,-0.0686,0.3962,1,1
CUST-BEH-03712,0.4212,21.28,0.3235,0.4182,25,2,61,0.333,0.0584,0,3
CUST-BEH-03713,0.3076,3.67,0.8483,0.1594,12,7,35,0.0406,0.1904,0,4
CUST-BEH-03714,0.6544,10.78,0.6736,0.5495,4,15,29,0.3532,0.1355,1,1
CUST-BEH-03715,0.402,6.32,0.4537,0.2384,23,26,52,0.0744,0.1401,1,2
CUST-BEH-03716,0.7303,20.32,0.8275,0.2922,13,17,34,0.3473,0.398,0,2
CUST-BEH-03717,0.3204,13.96,0.7007,0.0385,6,3,15,0.0911,0.1382,0,4
CUST-BEH-03718,0.6833,4.76,0.7641,0.3865,23,0,46,0.2734,0.1717,0,1
CUST-BEH-03719,0.2922,21.57,0.2937,0.218,2,2,6,-0.2979,0.0612,3,4
CUST-BEH-03720,0.7696,4.27,0.7039,0.3231,4,4,38,-0.1738,0.1119,0,1
CUST-BEH-03721,0.5505,7.15,0.404,0.314,15,12,32,0.0493,0.161,0,1
CUST-BEH-03722,0.3057,8.82,0.3569,0.1445,20,8,46,-0.1185,0.1589,0,4
CUST-BEH-03723,0.4294,9.31,0.5601,0.2867,18,9,53,0.4441,0.1806,2,1
CUST-BEH-03724,0.7846,11.53,0.4149,0.3939,21,8,56,-0.0597,0.136,1,1
CUST-BEH-03725,0.2665,7.97,0.6622,0.3043,12,13,30,0.3949,0.0578,0,4
CUST-BEH-03726,0.9537,4.29,0.6794,0.0234,0,2,11,0.2585,0.1947,0,0
CUST-BEH-03727,0.5811,3.1,0.5427,0.5879,12,3,28,0.4967,0.0269,0,3
CUST-BEH-03728,0.5325,15.56,0.3607,0.3052,18,19,49,0.4157,0.6484,1,5
CUST-BEH-03729,0.8099,28.14,0.8215,0.127,8,9,17,-0.1058,0.08,1,2
CUST-BEH-03730,0.4378,9.33,0.0566,0.042,3,1,9,0.1958,0.1466,0,1
CUST-BEH-03731,0.498,6.58,0.59,0.2613,0,21,69,0.2262,0.064,0,1
CUST-BEH-03732,0.544,8.07,0.6202,0.2698,5,20,38,0.0435,0.3335,0,2
CUST-BEH-03733,0.7402,5.15,0.6504,0.4965,1,1,13,-0.138,0.2706,0,1
CUST-BEH-03734,0.4323,13.83,0.8362,0.0949,34,26,72,0.4123,0.2283,0,1
CUST-BEH-03735,0.2385,44.8,0.5562,0.0824,14,17,32,0.473,0.1054,0,2
CUST-BEH-03736,0.5139,19.24,0.4999,0.4269,23,4,43,0.1318,0.0832,0,3
CUST-BEH-03737,0.7942,17.04,0.3684,0.1908,7,9,21,-0.1329,0.1262,1,1
CUST-BEH-03738,0.1701,2.93,0.4233,0.2381,6,5,17,0.2116,0.0382,2,4
CUST-BEH-03739,0.5884,20.23,0.2515,0.1863,13,10,28,0.3771,0.4239,1,5
CUST-BEH-03740,0.5198,7.95,0.3268,0.2684,16,2,57,-0.0228,0.014,0,1
CUST-BEH-03741,0.7842,8.06,0.4263,0.3532,9,32,68,-0.3898,0.401,0,1
CUST-BEH-03742,0.4692,8.61,0.6602,0.0086,10,1,23,0.224,0.0484,3,1
CUST-BEH-03743,0.4808,5.79,0.2052,0.0546,18,10,41,-0.3197,0.1405,3,1
CUST-BEH-03744,0.4703,3.74,0.7223,0.1311,6,17,34,-0.282,0.0531,0,2
CUST-BEH-03745,0.7476,6.51,0.5924,0.0525,13,5,26,0.037,0.2945,0,1
CUST-BEH-03746,0.6169,3.35,0.8265,0.2067,15,34,74,-0.0482,0.0492,2,1
CUST-BEH-03747,0.5723,21.72,0.8183,0.1994,4,6,17,0.1992,0.6369,2,1
CUST-BEH-03748,0.6366,5.04,0.6465,0.5663,10,11,25,0.1982,0.1911,0,3
CUST-BEH-03749,0.4221,13.79,0.5955,0.3793,1,12,43,0.416,0.1968,3,1
CUST-BEH-03750,0.6844,13.21,0.8233,0.2001,20,4,50,0.362,0.2623,0,1
CUST-BEH-03751,0.5469,7.78,0.5274,0.1866,21,21,46,0.113,0.0887,2,1
CUST-BEH-03752,0.7124,12.75,0.2617,0.3047,1,3,10,0.338,0.2016,0,1
CUST-BEH-03753,0.6425,25.44,0.9173,0.4557,2,1,9,0.1507,0.0865,0,3
CUST-BEH-03754,0.5058,15.12,0.2961,0.2258,25,31,65,0.2026,0.681,0,5
CUST-BEH-03755,0.8837,1.42,0.5459,0.3858,0,1,5,-0.0579,0.3123,0,0
CUST-BEH-03756,0.5508,4.21,0.9653,0.5896,25,22,45,0.3284,0.0462,3,3
CUST-BEH-03757,0.9425,2.94,0.4473,0.6221,16,39,73,0.2469,0.1013,0,0
CUST-BEH-03758,0.5288,20.52,0.5835,0.4128,11,5,69,-0.2636,0.2163,0,3
CUST-BEH-03759,0.8092,5.99,0.3062,0.3446,0,1,13,0.4008,0.0996,1,1
CUST-BEH-03760,0.9439,1.21,0.829,0.49,30,23,52,-0.2453,0.0978,0,0
CUST-BEH-03761,0.4894,13.15,0.7029,0.6056,37,35,67,0.4728,0.1171,1,2
CUST-BEH-03762,0.4817,13.07,0.2307,0.3711,23,16,46,0.228,0.425,0,5
CUST-BEH-03763,0.5598,17.9,0.4136,0.3044,4,3,8,0.2568,0.3615,2,5
CUST-BEH-03764,0.6264,11.69,0.862,0.1798,1,6,66,-0.2415,0.2725,1,1
CUST-BEH-03765,0.6236,27.96,0.3599,0.0973,15,12,70,0.0288,0.1473,1,1
CUST-BEH-03766,0.594,12.51,0.1269,0.1864,15,10,39,-0.3773,0.5149,1,1
CUST-BEH-03767,0.5499,19.82,0.4596,0.3772,8,4,17,-0.1857,0.1819,1,1
CUST-BEH-03768,0.4851,13.64,0.2947,0.2043,31,33,76,0.2652,0.5206,1,5
CUST-BEH-03769,0.1641,4.91,0.5451,0.3341,8,1,17,0.1528,0.0887,0,4
CUST-BEH-03770,0.4168,3.13,0.5641,0.3553,24,17,70,0.3753,0.1196,1,1
CUST-BEH-03771,0.3872,3.25,0.6478,0.2771,12,6,24,0.345,0.0653,0,1
CUST-BEH-03772,0.578,10.9,0.5561,0.315,30,34,63,0.464,0.1981,0,2
CUST-BEH-03773,0.4347,32.98,0.6093,0.3217,40,14,75,-0.3103,0.1057,3,4
CUST-BEH-03774,0.9715,1.74,0.5063,0.5441,27,32,77,-0.0255,0.1976,0,0
CUST-BEH-03775,0.3881,36.87,0.8494,0.1115,4,1,17,0.447,0.0518,0,4
CUST-BEH-03776,0.6464,7.11,0.6833,0.0974,5,20,60,0.0917,0.3374,0,1
CUST-BEH-03777,0.9341,1.45,0.5319,0.4602,0,1,4,-0.1708,0.1041,0,0
CUST-BEH-03778,0.9383,4.39,0.6977,0.8792,11,16,37,0.4237,0.0649,2,0
CUST-BEH-03779,0.91,1.21,0.5986,0.4345,25,7,68,-0.1011,0.1468,1,0
CUST-BEH-03780,0.3927,24.95,0.9148,0.3262,5,13,31,-0.267,0.0497,1,1
CUST-BEH-03781,0.4293,13.49,0.6562,0.1841,17,3,49,0.3769,0.5232,0,1
CUST-BEH-03782,0.6348,7.45,0.5989,0.2049,10,4,19,-0.3056,0.0913,0,1
CUST-BEH-03783,0.4404,2.42,0.8994,0.4146,30,10,75,0.376,0.1573,2,3
CUST-BEH-03784,0.5444,18.97,0.8809,0.2078,25,22,75,0.2254,0.1108,0,1
CUST-BEH-03785,0.6679,8.24,0.7973,0.2138,3,33,76,0.0043,0.345,0,1
CUST-BEH-03786,0.3903,29.0,0.7855,0.1493,3,1,54,0.3217,0.2062,0,1
CUST-BEH-03787,0.58,17.73,0.7264,0.1693,1,18,68,-0.2444,0.1653,0,1
CUST-BEH-03788,0.5923,36.67,0.7903,0.1729,13,7,41,-0.3697,0.2701,0,4
CUST-BEH-03789,0.9567,1.72,0.136,0.5316,29,30,67,-0.3136,0.1706,2,0
CUST-BEH-03790,0.5683,24.38,0.3441,0.264,4,4,9,0.3654,0.4332,0,5
CUST-BEH-03791,0.6253,3.4,0.4443,0.2733,4,3,12,0.1305,0.0641,0,1
CUST-BEH-03792,0.4368,23.33,0.3913,0.2261,17,11,29,0.2782,0.6228,2,5
CUST-BEH-03793,0.8829,1.49,0.4747,0.4744,12,5,78,0.4544,0.14,0,0
CUST-BEH-03794,0.644,13.48,0.8811,0.3874,17,3,35,0.3314,0.2707,0,1
CUST-BEH-03795,0.4902,37.52,0.6132,0.2071,16,9,63,-0.052,0.5358,0,4
CUST-BEH-03796,0.7052,6.79,0.4868,0.1947,19,18,68,-0.0113,0.2595,0,1
CUST-BEH-03797,0.3462,18.12,0.628,0.2453,0,1,3,0.3966,0.077,0,4
CUST-BEH-03798,0.6912,28.52,0.5925,0.45,24,28,52,-0.1637,0.0606,3,2
CUST-BEH-03799,0.7411,1.77,0.5515,0.1543,7,0,26,0.3107,0.1337,0,1
CUST-BEH-03800,0.3448,5.16,0.8486,0.2219,8,18,73,-0.318,0.0934,1,4
CUST-BEH-03801,0.3062,8.6,0.2641,0.163,2,3,6,0.4965,0.3314,0,2
CUST-BEH-03802,0.6523,3.81,0.8685,0.6542,26,18,48,0.2899,0.1528,0,1
CUST-BEH-03803,0.1823,14.26,0.6581,0.0438,11,10,52,0.2879,0.3025,0,4
CUST-BEH-03804,0.9301,7.89,0.4019,0.2674,15,5,39,0.2748,0.2436,0,1
CUST-BEH-03805,0.7644,23.66,0.579,0.0836,6,2,18,0.3145,0.234,0,1
CUST-BEH-03806,0.4591,9.7,0.4583,0.2741,7,10,22,0.1508,0.1317,0,1
CUST-BEH-03807,0.6638,26.42,0.3635,0.434,25,26,74,0.4399,0.0581,1,3
CUST-BEH-03808,0.3691,19.32,0.9091,0.2626,37,37,80,-0.3995,0.1467,0,1
CUST-BEH-03809,0.6,14.01,0.4847,0.2575,13,7,21,0.3051,0.6299,1,5
CUST-BEH-03810,0.4278,9.17,0.441,0.1378,29,37,69,-0.0351,0.0831,0,2
CUST-BEH-03811,0.6296,16.23,0.3192,0.0791,3,3,8,0.1226,0.285,0,1
CUST-BEH-03812,0.6213,38.36,0.7189,0.34,32,35,69,-0.3048,0.2536,0,2
CUST-BEH-03813,0.414,15.55,0.801,0.2477,32,12,76,-0.3981,0.3095,0,1
CUST-BEH-03814,0.5133,18.44,0.4694,0.3239,3,2,8,0.2726,0.4943,0,5
CUST-BEH-03815,0.4763,17.73,0.6613,0.4858,9,7,17,0.4341,0.0717,0,3
CUST-BEH-03816,0.4879,16.8,0.9358,0.3079,1,0,3,-0.3446,0.3074,1,1
CUST-BEH-03817,0.7913,15.4,0.304,0.2658,8,1,15,-0.3895,0.1428,0,1
CUST-BEH-03818,0.5898,5.8,0.4775,0.3049,8,26,73,-0.3567,0.2425,1,1
CUST-BEH-03819,0.7104,12.69,0.5256,0.2784,6,5,13,0.2754,0.1349,0,1
CUST-BEH-03820,0.498,29.4,0.3099,0.3169,39,13,71,0.4604,0.2234,0,1
CUST-BEH-03821,0.7885,15.01,0.8442,0.2689,2,3,17,-0.3222,0.2749,0,1
CUST-BEH-03822,0.2067,15.24,0.1257,0.0115,22,29,77,0.1223,0.0835,1,4
CUST-BEH-03823,0.582,13.01,0.9173,0.2765,3,1,6,0.1262,0.3469,0,1
CUST-BEH-03824,0.5355,12.37,0.9679,0.401,6,7,40,-0.1084,0.2147,0,3
CUST-BEH-03825,0.4955,27.99,0.2664,0.3252,32,23,49,0.4401,0.6012,2,5
CUST-BEH-03826,0.5773,14.93,0.511,0.2865,43,29,63,0.2665,0.6309,1,5
CUST-BEH-03827,0.7604,19.53,0.8964,0.1508,4,6,28,0.1063,0.1373,0,1
CUST-BEH-03828,0.4957,14.49,0.3998,0.233,11,2,27,0.3569,0.1554,0,1
CUST-BEH-03829,0.901,2.63,0.5447,0.342,5,3,10,0.1189,0.1104,0,0
CUST-BEH-03830,0.906,2.8,0.516,0.3325,4,7,32,0.1738,0.227,1,0
CUST-BEH-03831,0.58,17.12,0.5029,0.2501,33,24,58,0.4386,0.6943,0,5
CUST-BEH-03832,0.6857,23.32,0.8091,0.353,14,22,65,0.2535,0.1345,0,1
CUST-BEH-03833,0.6572,21.88,0.8468,0.0397,11,12,27,-0.3408,0.3098,2,1
CUST-BEH-03834,0.5503,11.32,0.7307,0.2186,23,15,73,0.0338,0.359,0,1
CUST-BEH-03835,0.413,15.38,0.7993,0.1045,19,20,46,0.4899,0.143,3,1
CUST-BEH-03836,0.4412,14.35,0.3625,0.3097,7,27,70,-0.2786,0.4049,0,1
CUST-BEH-03837,0.7872,12.59,0.6571,0.4165,7,6,16,0.4213,0.1846,0,1
CUST-BEH-03838,0.9169,1.7,0.8076,0.0637,1,6,22,0.2832,0.2384,0,0
CUST-BEH-03839,0.4264,16.15,0.3412,0.3548,1,1,3,0.4007,0.6599,1,5
CUST-BEH-03840,0.292,2.35,0.3455,0.214,5,7,39,0.4371,0.3948,1,4
CUST-BEH-03841,0.4049,28.91,0.648,0.5146,3,0,18,0.4481,0.3113,1,3
CUST-BEH-03842,0.6135,18.48,0.651,0.4053,6,3,13,0.1962,0.1637,1,3
CUST-BEH-03843,0.7059,28.75,0.3519,0.3079,17,18,42,-0.348,0.1456,0,1
CUST-BEH-03844,0.1577,7.0,0.6974,0.2299,6,25,53,0.093,0.2801,0,4
CUST-BEH-03845,0.4627,27.65,0.3406,0.3572,29,17,42,0.3774,0.5096,1,5
CUST-BEH-03846,0.7121,30.48,0.1219,0.1382,2,5,21,-0.3285,0.1458,0,4
CUST-BEH-03847,0.4288,25.77,0.3304,0.2138,21,12,34,0.2271,0.6301,0,5
CUST-BEH-03848,0.8283,19.06,0.5311,0.143,10,6,17,-0.299,0.0926,1,1
CUST-BEH-03849,0.6996,8.29,0.8558,0.2385,3,2,10,0.0479,0.0503,0,1
CUST-BEH-03850,0.426,15.27,0.2785,0.266,10,9,21,0.1946,0.4493,1,5
CUST-BEH-03851,0.2844,6.72,0.5731,0.1173,5,17,50,-0.3637,0.3213,1,4
CUST-BEH-03852,0.8297,47.71,0.6742,0.2329,7,5,22,-0.0174,0.0679,0,4
CUST-BEH-03853,0.474,13.54,0.6338,0.495,5,4,13,0.2154,0.2293,1,3
CUST-BEH-03854,0.2973,13.22,0.6763,0.4754,10,12,43,0.336,0.4073,0,3
